Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
15--12,2015/01/01,3:44 PM,WEST HUNT CLUB RD WB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA DR/LANCELOT DR (__3ZA3JEB),__3ZA3JEB,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,364715.1673,5021701.802,45.3327066,-75.73559385,12
15--100,2015/01/03,6:55 PM,HWY417 IC130 RAMP25 btwn RICHMOND RD & HIGHWAY 417 (__3ZAYAF),__3ZAYAF,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,359262.2032,5023025.383,45.34506062,-75.80501244,13
15--1000,2015/01/15,9:02 AM,MILTON RD @ NAVAN RD (0004709),4709,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,387267.8203,5031814.942,45.42140778,-75.44621721,14
15--10000,2015/08/20,5:24 PM,RICHMOND RD @ 140 E OF POULIN AVE  (0012124),12124,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,360397.6087,5025020.574,45.36292422,-75.79030037,15
15--10001,2015/08/20,5:24 PM,BANK ST btwn 73 N OF EVANS BLVD & EVANS AVE (__3ZA3BJB),__3ZA3BJB,01 - Non intersection,03 - P.D. only,01 - Approaching,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369906.3458,5027082.88,45.38066158,-75.66866207,16
15--10002,2015/08/20,6:13 PM,FALLOWFIELD RD btwn WOODROFFE AVE & VIA PARK PL/275 W OF WOODROFFE AVE (__3ZA3IKD),__3ZA3IKD,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365060.6455,5017886.974,45.29835152,-75.73165062,17
15--10003,2015/08/20,6:20 PM,BORRISOKANE RD/TARTAN DR @ STRANDHERD DR (0010634),10634,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362290.9931,5013546.066,45.25952392,-75.76746471,18
15--10004,2015/08/20,6:30 PM,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417 (__3ZAZOB),__3ZAZOB,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,353022.5048,5020254.533,45.32058474,-75.88490176,19
15--10005,2015/08/20,6:34 PM,EAGLESON RD @ FALLOWFIELD RD (0000118),118,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,355960.9134,5012593.325,45.25143974,-75.84821346,20
15--10006,2015/08/20,6:36 PM,ANDERSON RD @ INNES RD (0004200),4200,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,376281.4618,5031840.483,45.42284641,-75.58657907,21
15--10007,2015/08/20,6:57 PM,RAMSAYVILLE RD btwn LOUISEIZE RD & NINTH LINE RD (__3ZBO25),__3ZBO25,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,379878.0145,5021099.579,45.32582975,-75.54225985,22
15--10008,2015/08/20,7:15 PM,HIGHWAY 417 btwn HWY417 IC118 RAMP35 & HWY417 IC117 RAMP51 (__3ZA2YP),__3ZA2YP,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,370218.6846,5031102.551,45.41680002,-75.66414115,23
15--10009,2015/08/20,7:45 PM,ARGYLE AVE @ QUEEN ELIZABETH DRWY (0007132),7132,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,368694.4353,5030753.209,45.41379762,-75.68365986,24
15--1001,2015/01/15,9:04 AM,JOHN SUTHERLAND DR @ RICHMOND RD (0000578),578,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,358786.6649,5022150.012,45.33722076,-75.81117583,25
15--10010,2015/08/20,8:18 PM,JOCKVALE RD @ EXETER DR/TARTAN DR (0010065),10065,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,363324.4015,5014773.416,45.27048246,-75.75415379,26
15--10011,2015/08/20,8:20 AM,PRESTON ST @ TRANSITWAY (0016447),16447,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366119.46,5030624.848,45.41287304,-75.71657156,27
15--10012,2015/08/20,8:27 PM,KENT ST @ WELLINGTON ST (0002040),2040,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367097.6978,5031526.213,45.42089684,-75.70396067,28
15--10013,2015/08/20,8:51 AM,BANK ST btwn ALTA VISTA DR & ERIE AVE (__3ZA36X),__3ZA36X,04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370215.5092,5026277.593,45.37338707,-75.66482149,29
15--10014,2015/08/20,8:58 AM,KING EDWARD AVE NB btwn SUSSEX DR & UNION ST (__7TR601),__7TR601,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,367728.1409,5033472.019,45.43834812,-75.69565702,30
15--10015,2015/08/20,9:00 PM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,383951.7603,5036157.759,45.46086367,-75.48788497,31
15--10016,2015/08/20,9:00 PM,FALLOWFIELD RD @ WOODROFFE AVE (0010372),10372,03 - At intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365085.15,5017903.55,45.29849856,-75.73133619,32
15--10017,2015/08/20,9:23 PM,SUSSEX DR btwn 151 W OF KING EDWARD AVE/L.B. PEARSON BUILDING & RAMP (__3ZBOFZB),__3ZBOFZB,01 - Non intersection,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,367635.5919,5033440.534,45.43807315,-75.69684388,33
15--10018,2015/08/20,9:36 AM,BRONSON AVE @ HWY 417 BRONSON IC121AR51 (0002693),2693,02 - Intersection related,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,1,0,0,02 - Minor,1,,1,,,367288.7124,5029710.919,45.40454634,-75.70175027,34
15--10019,2015/08/20,9:37 AM,ST. LAURENT BLVD @ WALKLEY RD (0007653),7653,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,373902.0294,5028048.657,45.38896849,-75.6175122,35
15--1002,2015/01/15,9:30 AM,PAUL ANKA DR btwn UPLANDS DR & MCCARTHY RD (__3ZA9CH),__3ZA9CH,04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369533.0272,5023661.822,45.34991448,-75.67387664,36
15--10020,2015/08/21,1:10 PM,HWY417 IC113 RAMP67 btwn HWY417 IC113 RAMP35 & REGIONAL ROAD 174 (__3ZAY61),__3ZAY61,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,1,0,03 - Major,1,,,1,,373383.0825,5031819.614,45.42294879,-75.62361426,37
15--10021,2015/08/21,1:27 PM,MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU (0008215),8215,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371748.9552,5033917.285,45.44198097,-75.64420829,38
15--10022,2015/08/21,1:59 PM,BANK ST btwn RIVERSIDE DR & BILLINGS TRANSIT (__3ZA3NMA),__3ZA3NMA,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369372.6734,5027820.285,45.38734591,-75.67537932,39
15--10023,2015/08/21,12:24 PM,EAGLESON RD @ HAZELDEAN RD/ROBERTSON RD (0002715),2715,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,353672.9042,5018426.262,45.30408861,-75.87678646,40
15--10024,2015/08/21,12:38 PM,PRESTON ST btwn GEORGE ST W & ABERDEEN ST (__3ZA3ZV),__3ZA3ZV,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,366625.9032,5029401.146,45.40181794,-75.71025522,41
15--10025,2015/08/21,12:43 PM,INNES RD btwn ORIENT PARK DR & EASTPARK DR (__3ZA2A1),__3ZA2A1,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,02 - Minor,1,,1,,,378358.2176,5033058.551,45.43359049,-75.559863,42
15--10026,2015/08/21,2:20 PM,TRIM RD @ MILLENNIUM BLVD (0013370),13370,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,386796.1544,5036714.469,45.46554435,-75.45142681,43
15--10027,2015/08/21,2:45 PM,DES EPINETTES AVE @ JEANNE D'ARC BLVD (0004221),4221,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,382226.0274,5035958.932,45.45926818,-75.5099799,44
15--10028,2015/08/21,3:00 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP67 & HWY417 IC123 RAMP62 (__3ZA2YZ),__3ZA2YZ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364721.2784,5027967.771,45.38908634,-75.73475618,45
15--10029,2015/08/21,3:05 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP76 & HWY417 IC124 RAMP67 (__3ZA2R7),__3ZA2R7,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,364371.8199,5027458.746,45.38453604,-75.7392801,46
15--1003,2015/01/15,9:48 AM,BLAIS RD btwn BANK ST & HAWTHORNE RD (__3ZA6G4),__3ZA6G4,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,376279.9738,5019805.102,45.31455822,-75.58833945,47
15--10030,2015/08/21,3:54 PM,CARLING AVE @ CIVIC HOSPITAL (0008793),8793,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365791.6095,5028278.416,45.39178906,-75.72105004,48
15--10031,2015/08/21,4:00 PM,WOODROFFE AVE btwn DAVID DR & TURN LANE (__3ZA33G),__3ZA33G,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,362998.3473,5022864.168,45.34330998,-75.75735869,49
15--10032,2015/08/21,4:25 PM,HIGHWAY 417 btwn HWY417 IC117 RAMP61 & HWY417 IC115 RAMP36 (__3ZA2RZ),__3ZA2RZ,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,371554.046,5031422.07,45.41954879,-75.64703774,50
15--10033,2015/08/21,4:29 PM,DUMAURIER AVE @ PINECREST RD (0002743),2743,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,360321.679,5023833.43,45.35224835,-75.79140287,51
15--10034,2015/08/21,4:45 PM,RIVERSIDE DR btwn HERON RD & TURN LANE (__3ZA37F),__3ZA37F,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,368128.3121,5026606.5,45.37653822,-75.69142444,52
15--10035,2015/08/21,5:20 PM,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR (0007780),7780,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368427.4365,5033070.034,45.43466792,-75.68677153,53
15--10036,2015/08/21,5:30 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP61 & HWY417 IC124 RAMP76 (__3ZA2Y2),__3ZA2Y2,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364099.6178,5027115.064,45.38146674,-75.74279704,54
15--10037,2015/08/21,6:03 PM,PARKDALE AVE @ KENILWORTH ST (0006366),6366,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,365445.6998,5028595.321,45.39467055,-75.72542844,55
15--10038,2015/08/21,6:16 AM,FALLOWFIELD RD btwn CONLEY RD & HUNTLEY RD (__3ZA3ER),__3ZA3ER,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,352353.512,5009573.181,45.22451646,-75.89445756,56
15--10039,2015/08/21,6:29 PM,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2) (__3ZA2UZ),__3ZA2UZ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375396.5616,5030226.293,45.40841267,-75.59811652,57
15--1004,2015/01/15,9:54 AM,COLONNADE RD    S btwn COLONNADE RD & CONCOURSE GT (__3ZA00D),__3ZA00D,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,366235.6694,5022686.35,45.34143395,-75.71607463,58
15--10040,2015/08/21,6:30 PM,PARKGLEN DR @ WOODROFFE AVE (0001099),1099,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,362888.6879,5023126.873,45.34568287,-75.75872703,59
15--10041,2015/08/21,6:50 PM,BASELINE RD btwn COLLEGE SQUARE SC & WOODROFFE AVE (__3ZAZDQA),__3ZAZDQA,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,362740.0278,5023884.043,45.35250812,-75.76053522,60
15--10042,2015/08/21,6:59 PM,HAZELDEAN RD @ TERRY FOX DR (0003682),3682,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,352207.611,5017242.681,45.29353888,-75.89558357,61
15--10043,2015/08/21,7:26 AM,BASELINE RD/HERON RD @ PRINCE OF WALES DR (0002345),2345,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366873.7065,5026437.451,45.37512943,-75.70746293,62
15--10044,2015/08/21,9:10 AM,BANKFIELD RD @ MANOTICK MAIN ST/RIDEAU VALLEY  (0000070),70,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,368431.6133,5010158.255,45.22851201,-75.68966352,63
15--10045,2015/08/21,9:39 PM,KANATA AVE @ TERRY FOX DR (0012691),12691,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,349305.4083,5019212.733,45.31145581,-75.93240604,64
15--10046,2015/08/21,9:56 AM,BAY ST @ GILMOUR ST (0007322),7322,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367333.7152,5030501.204,45.41165307,-75.7010752,65
15--10047,2015/08/22,1:14 PM,DUROCHER ST @ MONTREAL RD (0009800),9800,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,370135.9878,5033101.946,45.4347975,-75.66493244,66
15--10048,2015/08/22,1:17 PM,CYRVILLE RD @ INNES RD (0009352),9352,03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375047.004,5031118.483,45.41647529,-75.60245447,67
15--10049,2015/08/22,1:20 PM,OGILVIE RD btwn MATHESON RD & CADBORO RD (__3ZA2DM),__3ZA2DM,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,1,0,01 - Minimal,1,1,,,,373391.0058,5032542.387,45.42945117,-75.62341237,68
15--1005,2015/01/15,9:57 AM,NICHOLAS ST NB btwn HWY417 IC118 RAMP52 & WALLER ST/TRANSITWAY (__6KCFNL),__6KCFNL,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,3,0,0,0,,0,,,,,368537.0197,5031678.711,45.42213932,-75.68555115,69
15--10050,2015/08/22,1:40 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34 (__3ZAZLC),__3ZAZLC,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363749.6265,5009947.003,45.2270186,-75.74930741,70
15--10051,2015/08/22,10:04 AM,BRONSON AVE @ CATHERINE ST/RAYMOND ST (0007198),7198,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367252.7085,5029797.289,45.40532669,-75.70219921,71
15--10052,2015/08/22,10:40 AM,CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & PROVINCIAL BOUNDARY (__3ZA2ZEA),__3ZA2ZEA,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,362874.5635,5030157.706,45.40894659,-75.75808038,72
15--10053,2015/08/22,11:00 AM,WYNFORD AVE btwn MARKHAM AVE & MARKHAM AVE (__3ZABTX),__3ZABTX,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,361779.792,5021494.262,45.33108365,-75.77306456,73
15--10054,2015/08/22,11:01 PM,MACKENZIE AVE @ RIDEAU ST (0002136),2136,03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367868.9785,5032010.661,45.42518664,-75.6940442,74
15--10055,2015/08/22,11:26 PM,KENNEDY LANE  E btwn MONICA CRES & MONICA CRES (__3ZA60G),__3ZA60G,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,1,0,02 - Minor,2,1,1,,,382643.1921,5038129.924,45.47875451,-75.50430269,75
15--10056,2015/08/22,11:43 AM,HIGHWAY 7 btwn HWY417 IC145 RAMP55 & RAMP (__7JQ7JU),__7JQ7JU,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,346300.2559,5013253.073,45.25801249,-75.97122861,76
15--10057,2015/08/22,12:13 AM,LYON ST @ WELLINGTON ST (0002388),2388,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366934.5503,5031426.526,45.4200144,-75.70605773,77
15--10058,2015/08/22,12:35 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34 (__3ZAZLC),__3ZAZLC,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,363777.1432,5009866.569,45.22629254,-75.74896656,78
15--10059,2015/08/22,2:00 PM,HUNT CLUB RD btwn MCCARTHY RD & RAMP (__3ZA36L),__3ZA36L,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,370597.284,5023455.014,45.34795465,-75.66032355,79
15--1006,2015/01/16,1:00 PM,BEATRICE DR @ STRANDHERD DR (0005447),5447,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,4,4,,,,365528.3409,5015321,45.27522274,-75.72600191,80
15--10060,2015/08/22,2:14 PM,HUNT CLUB RD btwn LINDBERGH PRIV & NORTH BOWESVILLE RD (__3ZA35F),__3ZA35F,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,368450.114,5022186.371,45.33673782,-75.68788522,81
