X,Y,Location,Geo_ID,Total_Collisions,F2015_Total,F2016_Total,F2017_Total,F2018_Total,F2019_Total,Total_Cyclists_Collisions,F2015_Cyclist,F2016_Cyclists,F2017_Cyclists,F2018_Cyclists,F2019_Cyclists,Total_Pedestrians,F2015_Pedestrians,F2016_Pedestrians,F2017_Pedestrians,F2018_Pedestrians,F2019_Pedestrians,Xcoord,Ycoord,Longitude,Latitude,ObjectId
-76.0359883844698,45.2059135836705,HIGHWAY 7 btwn UPPER DWYER HILL RD & HIGHWAY 7 (__7JQ7LM),__7JQ7LM,15,2,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,341250.9189,5007432.296,-76.0359883844698,45.2059135836705,53
-76.0346254283573,45.3435641807136,CARP RD btwn DONALD B. MUNRO DR & RIVINGTON ST (__3ZA2LP),__3ZA2LP,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,341269.7117,5022729.473,-76.0346254283573,45.3435641807136,54
-76.0335745982368,45.450467817432,VANCES SIDE RD btwn DUNROBIN RD & GREENLAND RD (__3ZBOB7),__3ZBOB7,6,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,341283.2025,5034609.977,-76.0335745982368,45.450467817432,55
-76.0351000288365,45.1593122516261,ORMROD RD btwn ASHTON STATION RD & WORLEY ST (__3ZACC2),__3ZACC2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,341350.5116,5002254.161,-76.0351000288365,45.1593122516261,56
-76.0345928548406,45.1583766951943,ASHTON STATION RD btwn OLD MILL RD (BECKWITH TWP) & ORMROD RD (__3ZAC03),__3ZAC03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341390.9845,5002150.428,-76.0345928548406,45.1583766951943,57
-76.0340651790886,45.2001978914361,DWYER HILL RD btwn RAMP & GOLF CLUB WAY (__7JQ7LU),__7JQ7LU,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341405.6636,5006798.012,-76.0340651790886,45.2001978914361,58
-76.0311723316177,45.4693730786538,GREENLAND RD btwn VENTURI BLVD & PINE VALLEY CRT (__3ZA5QH),__3ZA5QH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341458.8513,5036712.004,-76.0311723316177,45.4693730786538,59
-76.0312940318126,45.3444178786898,DONALD B. MUNRO DR btwn SALISBURY ST & DEUGO ST (__3ZA1PE),__3ZA1PE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341530.229,5022825.856,-76.0312940318126,45.3444178786898,60
-76.0304595865171,45.3830669278841,JOHN ASELFORD DRWY btwn JOHN ASELFORD DRWY & MARCHURST RD (__3ZA1KL),__3ZA1KL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341570.574,5027121.218,-76.0304595865171,45.3830669278841,61
-76.0306443099102,45.3478218055549,CAVANAGH DR btwn LANGSTAFF DR & ROBERTLEE DR (__3ZAC9S),__3ZAC9S,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341578.9402,5023204.422,-76.0306443099102,45.3478218055549,62
-76.0321801924091,45.1571114535123,FLEWELLYN RD btwn ASHTON STATION RD & WORLEY ST (__3ZACCZ),__3ZACCZ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341581.4855,5002010.925,-76.0321801924091,45.1571114535123,63
-76.0315499840836,45.1558492561105,ASHTON STATION RD btwn 9TH LINE RD (BECKWITH TWP & MCCAFFREY TR (__3ZACCX),__3ZACCX,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341631.8476,5001870.952,-76.0315499840836,45.1558492561105,64
-76.0299396531567,45.330366465028,MARCH RD btwn THOMAS ARGUE RD & CARP RD (__3ZA3GI),__3ZA3GI,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341645.477,5021264.98,-76.0299396531567,45.330366465028,65
-76.0303181882429,45.2754702503769,OLD ALMONTE RD btwn BEAVERTAIL RD & SPRUCE RIDGE RD (__3ZACCM),__3ZACCM,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341651.3541,5015164.38,-76.0303181882429,45.2754702503769,66
-76.0306601236558,45.1594049594421,ORMROD RD btwn WORLEY ST & FLEWELLYN RD (__3ZAC06),__3ZAC06,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341699.5178,5002266.481,-76.0306601236558,45.1594049594421,67
-76.028474010378,45.3450908913817,DONALD B. MUNRO DR btwn LANGSTAFF DR & ROBERTLEE DR (__3ZAC9T),__3ZAC9T,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341750.7826,5022901.936,-76.028474010378,45.3450908913817,68
-76.028509157611,45.3386173530149,CARP RD btwn RIVINGTON ST & MARCH RD (__3ZA3GJ),__3ZA3GJ,5,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,341752.2393,5022182.533,-76.028509157611,45.3386173530149,69
-76.0296871521872,45.1586299786014,FLEWELLYN RD btwn WORLEY ST & ORMROD RD (__3ZAC05),__3ZAC05,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341776.5141,5002180.807,-76.0296871521872,45.1586299786014,70
-76.0293312285767,45.1962503284521,DWYER HILL RD btwn GOLF CLUB WAY & CRAWFORD SIDE RD (__7JQ7LS),__7JQ7LS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341780.1382,5006361.498,-76.0293312285767,45.1962503284521,71
-76.02748341694,45.4178352553131,THOMAS A. DOLAN PKWY btwn WOODKILTON RD & DUNROBIN RD (__3ZAC26),__3ZAC26,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341780.9544,5030986.332,-76.02748341694,45.4178352553131,72
-76.0284818915508,45.2653729408324,BEAVERTAIL RD btwn OLD ALMONTE RD & RICHARDSON SIDE RD (__3ZACCJ),__3ZACCJ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341801.9908,5014043.148,-76.0284818915508,45.2653729408324,73
-76.0272335648212,45.3443025362149,SALISBURY ST btwn VILLAGEVIEW PRIV & FAIRSIDE PRIV (__6UQVZN),__6UQVZN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341848.5034,5022814.898,-76.0272335648212,45.3443025362149,74
-76.0276024973866,45.2101917658932,GOLF CLUB WAY btwn NO NAME & WESTLEIGH BLVD (__7JQ7KA),__7JQ7KA,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341906.8992,5007911.528,-76.0276024973866,45.2101917658932,75
-76.0250413686032,45.463812903466,GREENLAND RD btwn PINE VALLEY CRT & VANCES SIDE RD (__3ZAC2F),__3ZAC2F,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,341941.8984,5036096.918,-76.0250413686032,45.463812903466,76
-76.0246269731625,45.34591561968,ROBERTLEE DR btwn DONALD B. MUNRO DR & GLENNCASTLE DR (__3ZAC9U),__3ZAC9U,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342051.7118,5022995.358,-76.0246269731625,45.34591561968,77
-76.0228471626306,45.4239997232063,DUNROBIN RD btwn PORCUPINE TR & THOMAS A. DOLAN PKWY (__3ZA3EC),__3ZA3EC,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,342139.7416,5031673.524,-76.0228471626306,45.4239997232063,78
-76.0237636188166,45.2971780578852,MCGEE SIDE RD btwn DAVID MANCHESTER RD & DIAMONDVIEW RD (__3ZACBW),__3ZACBW,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342151.3781,5017579.703,-76.0237636188166,45.2971780578852,79
-76.0235797743454,45.1491724699028,ASHTON STATION RD btwn ASHTON STATION RD & GLENASHTON RD (BECKWITH TWP) (__3ZAC61),__3ZAC61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,342262.8788,5001132.667,-76.0235797743454,45.1491724699028,80
-76.0207760210544,45.1957406701387,CRAWFORD SIDE RD btwn DWYER HILL RD & ONDROVIC GT (__3ZA17K),__3ZA17K,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342452.6513,5006308.816,-76.0207760210544,45.1957406701387,81
-76.0184342691653,45.3832770106291,MARCHURST RD btwn JOHN ASELFORD DRWY & MURPHY SIDE RD (__3ZAC3M),__3ZAC3M,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,342512.1588,5027150.128,-76.0184342691653,45.3832770106291,82
-76.0200060533151,45.1887933093566,DWYER HILL RD btwn CRAWFORD SIDE RD & FERNBANK RD (__3ZA3FA),__3ZA3FA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,342517.7364,5005537.154,-76.0200060533151,45.1887933093566,83
-76.0181000538718,45.399513360165,SECOND LINE RD btwn THOMAS A. DOLAN PKWY & MURPHY SIDE RD (__3ZBNBL),__3ZBNBL,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,342527.5276,5028954.602,-76.0181000538718,45.399513360165,84
-76.0182386061493,45.2930360363488,DAVID MANCHESTER RD btwn MCGEE SIDE RD & NORTHSHIRE DR (__3ZAC46),__3ZAC46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,342587.4574,5017121.99,-76.0182386061493,45.2930360363488,85
-76.0162393876195,45.4734566658471,TORWOOD DR btwn FARM LANE & VANCES SIDE RD (__3ZAC2Z),__3ZAC2Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342623.7649,5037172.732,-76.0162393876195,45.4734566658471,86
-76.0173036402038,45.338366699077,MARCH RD btwn CARP RD & DONALD B. MUNRO DR (__3ZA3FJ),__3ZA3FJ,10,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,342630.6181,5022159.88,-76.0173036402038,45.338366699077,87
-76.0169396735454,45.3433893989801,DONALD B. MUNRO DR btwn MARCH RD & ROBERTLEE DR (__3ZAC38),__3ZAC38,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342655.7961,5022718.21,-76.0169396735454,45.3433893989801,88
-76.0162159158907,45.3020528991558,MCGEE SIDE RD btwn DIAMONDVIEW RD & WILLIAM MOONEY RD (__3ZAC4A),__3ZAC4A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342740.0955,5018124.952,-76.0162159158907,45.3020528991558,89
-76.0165159148001,45.2644382943513,RICHARDSON SIDE RD btwn BEAVERTAIL RD & SPRUCE RIDGE RD (__3ZAC5K),__3ZAC5K,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,342741.6333,5013944.844,-76.0165159148001,45.2644382943513,90
-76.0146105850875,45.4255824015657,THOMAS A. DOLAN PKWY btwn PORCUPINE TR & CONSTANCE CREEK DR (__3ZA433),__3ZA433,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,342783.2359,5031853.262,-76.0146105850875,45.4255824015657,91
-76.015189276226,45.2925614337045,HIGHWAY 417 btwn HWY417 IC155 RAMP25 & RAMP (__3ZAZN1),__3ZAZN1,49,8,5,8,18,10,0,0,0,0,0,0,0,0,0,0,0,0,342826.9519,5017070.683,-76.015189276226,45.2925614337045,92
-76.013406913116,45.4629611328596,VANCES SIDE RD btwn GREENLAND RD & TORWOOD DR (__3ZA3EA),__3ZA3EA,6,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,342852.2888,5036007.703,-76.013406913116,45.4629611328596,93
-76.0155009224796,45.1674017449387,FLEWELLYN RD btwn ORMROD RD & DWYER HILL RD (__3ZAC6N),__3ZAC6N,6,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,342886.0059,5003162.149,-76.0155009224796,45.1674017449387,94
-76.0149563146125,45.2180844356579,GOLF CLUB WAY btwn WESTLEIGH BLVD & END (__7JQ7K5),__7JQ7K5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342894.9888,5008794.49,-76.0149563146125,45.2180844356579,95
-76.0112777576356,45.4524369728803,GREENLAND RD btwn VANCES SIDE RD & Continuation of GREENLAND RD (__3ZA1PA),__3ZA1PA,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,343025.9022,5034839.168,-76.0112777576356,45.4524369728803,96
-76.0127137284899,45.2822499929345,OLD ALMONTE RD btwn MIDVALE DR & NORTHSHIRE DR (__3ZAC5Z),__3ZAC5Z,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,343028.0513,5015925.982,-76.0127137284899,45.2822499929345,97
-76.0118339419063,45.2694605718246,SPRUCE RIDGE RD btwn GREY STONE DR & RICHARDSON SIDE RD (__3ZA5V1),__3ZA5V1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,343105.6751,5014505.162,-76.0118339419063,45.2694605718246,98
-76.0111770151854,45.3249144132459,CARP RD btwn MARCH RD & JOHN CAVANAUGH DR (__3ZA3FZ),__3ZA3FZ,16,0,7,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,343119.8539,5020667.862,-76.0111770151854,45.3249144132459,99
