Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
17--10800,10/24/2017,11:12 PM,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25 (__3ZAZW2),__3ZAZW2,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,349643.8906,5017331.59,45.2945072,-75.92825963,11
17--10171,10/5/2017,2:24 PM,BANK ST @ MITCH OWENS RD (0001640),1640,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,377758.2923,5015947.223,45.27969465,-75.57005494,12
17--5,1/1/2017,12:08 PM,POULIN AVE @ RICHMOND RD (0002748),2748,03 - At intersection,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,360324.6469,5024899.064,45.36183666,-75.7912453,13
17--1044,1/26/2017,7:15 PM,WEST HUNT CLUB RD WB btwn KNOXDALE RD & WOODROFFE AVE (__3ZA17D),__3ZA17D,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,361961.7758,5020573.833,45.32278685,-75.77084931,14
17--10801,10/24/2017,11:16 AM,OR174 IC109 RAMP65 @ MONTREAL RD (0004119),4119,03 - At intersection,02 - Non-fatal injury,01 - Approaching,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,376402.646,5034982.897,45.45110752,-75.58457364,15
17--10172,10/5/2017,2:25 PM,BRONSON AVE @ SUNNYSIDE AVE/UNIVERSITY RD - CA (0007209),7209,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367921.6172,5028091.001,45.38991401,-75.69387344,16
17--6,1/1/2017,12:15 AM,HIGHWAY 417 btwn HWY417 IC119A RAMP67 & HWY417 IC118 RAMP76 (__3ZA2YS),__3ZA2YS,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,368674.7215,5030578.575,45.41222812,-75.68393434,17
17--10440,10/13/2017,2:10 PM,WEST HUNT CLUB RD EB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA  (__3ZBOG1B),__3ZBOG1B,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,364122.5618,5021435.888,45.33036428,-75.74318559,18
17--10802,10/24/2017,11:48 AM,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD (0009710),9710,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,352841.7426,5020476.543,45.32259482,-75.88718578,19
17--10079,10/3/2017,12:07 PM,ALBION RD @ MITCH OWENS RD (0004212),4212,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375906.7541,5014803.903,45.26959715,-75.59381586,20
17--10173,10/5/2017,2:30 PM,SUMMIT AVE btwn TEDDER AVE & PALMER PL (__3ZA8G3),__3ZA8G3,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,370676.2941,5028276.674,45.39133094,-75.65867239,21
17--10174,10/5/2017,3:01 PM,AVIATION PKWY @ OGILVIE RD (0004114),4114,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,3,1,2,,,373110.645,5032376.727,45.42798808,-75.62701792,22
17--10175,10/5/2017,3:01 PM,BRONSON AVE @ FLORA ST (0007172),7172,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,367192.1377,5029939.845,45.40661477,-75.70295485,23
17--10176,10/5/2017,3:20 PM,AVIATION PKWY @ MONTREAL RD (0008799),8799,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372146.8647,5034108.689,45.4436649,-75.63909629,24
17--10177,10/5/2017,3:21 PM,BATHGATE DR @ DES PIONNIERS PRIV (0009134),9134,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,373477.7231,5033759.869,45.44039693,-75.62213442,25
17--10178,10/5/2017,3:49 PM,FISHER AVE btwn 220 S OF TRENT ST & MCCOOEY LANE (__3ZA30SB),__3ZA30SB,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,1,0,,0,,,,,365977.4834,5026472.526,45.37552385,-75.7189002,26
17--10179,10/5/2017,4:00 PM,RIVERSIDE DR @ SMYTH RD SOUTH SIDE RAMP (0011480),11480,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369788.9321,5028998.712,45.3979105,-75.66990886,27
17--1018,1/25/2017,8:30 AM,TEMPLETON ST btwn BLACKBURN AVE & GOULBURN AVE (__3ZA9O0),__3ZA9O0,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,369570.1377,5031814.138,45.42326295,-75.67233325,28
17--10180,10/5/2017,4:02 PM,OGILVIE RD @ MATHESON RD/PALMERSTON DR (0012348),12348,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373380.195,5032537.9,45.42941185,-75.62355114,29
17--10181,10/5/2017,4:05 PM,HIGHWAY 417 btwn HWY417 IC163 RAMP15 & HWY417 IC155 RAMP51 (__3ZAZNS),__3ZAZNS,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,336096.0376,5020203.368,45.32108298,-76.10080248,30
17--10182,10/5/2017,4:08 PM,BRIDGE ST btwn MANOTICK MAIN ST & DICKINSON CIRC (__3ZA388),__3ZA388,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368727.5925,5009963.099,45.2267292,-75.68591973,31
17--10183,10/5/2017,4:24 PM,BASELINE RD @ NAVAHO DR (0003158),3158,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363087.33,5024098.053,45.35440498,-75.75607789,32
17--10184,10/5/2017,4:26 PM,ALPINE AVE @ CARLING AVE (0011382),11382,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,3,0,0,0,,0,,,,,360496.1306,5024941.972,45.36220914,-75.7890517,33
17--10185,10/5/2017,4:30 PM,FALAISE RD @ FISHER AVE (0003207),3207,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,366775.7082,5024560.811,45.3582525,-75.70894942,34
17--10186,10/5/2017,4:30 PM,RICHMOND RD btwn ASSALY RD & REGINA LANE (__5DCTF8),__5DCTF8,04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,360758.8256,5025557.447,45.36772623,-75.78562902,35
17--10187,10/5/2017,4:30 PM,HIGHWAY 417 btwn HWY417 IC119A RAMP75 & HWY417 IC118 RAMP57 (__3ZA2R2),__3ZA2R2,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,368929.8581,5030688.623,45.41319496,-75.68066072,36
17--10188,10/5/2017,5:05 PM,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR (0002724),2724,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363697.6652,5025211.665,45.36437413,-75.74815614,37
17--10189,10/5/2017,5:10 PM,MONTREAL RD @ SINCLAIR ST (0008675),8675,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375969.2785,5034756.049,45.44911075,-75.59014627,38
17--1019,1/25/2017,8:43 AM,ROYDON PL btwn WOODFIELD DR & WEST HUNT CLUB RD (__3ZAYGP),__3ZAYGP,01 - Non intersection,02 - Non-fatal injury,01 - Approaching,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,365830.9296,5022389.956,45.33880237,-75.72127524,39
17--10190,10/5/2017,5:37 PM,ALBION RD btwn LESTER RD & LEITRIM RD (__3ZA3SQ),__3ZA3SQ,01 - Non intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,1,0,01 - Minimal,1,1,,,,372733.0864,5022241.372,45.3368311,-75.63323711,40
17--10191,10/5/2017,5:53 PM,PRESTON ST @ SOMERSET ST (0002215),2215,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,1,0,0,02 - Minor,1,,1,,,366306.6057,5030127.569,45.40838223,-75.71424282,41
17--10192,10/5/2017,6:11 PM,BASELINE RD btwn COLLEGE SQUARE SC & WOODROFFE AVE (__3ZAZDQA),__3ZAZDQA,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,362615.5352,5023808.217,45.35183612,-75.7621328,42
17--10193,10/5/2017,6:15 PM,ROSS AVE @ SCOTT ST (0006155),6155,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,364357.2372,5029362.565,45.40166748,-75.73923649,43
17--10194,10/5/2017,6:46 PM,DOMALATCHY PL @ WOODROFFE AVE (0005078),5078,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,362404.2414,5024139.51,45.35483446,-75.76479061,44
17--10349,10/11/2017,10:20 AM,MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU (0008215),8215,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,,0,,,,,371748.9567,5033917.359,45.44198163,-75.64420826,45
17--10195,10/5/2017,6:48 AM,FLORA ST @ KENT ST (0007260),7260,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,03 - Dawn,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367829.2599,5030323.567,45.41001029,-75.69476751,46
17--10196,10/5/2017,6:49 PM,FALLOWFIELD RD @ VIA PARK PL/275 W OF WOODROFFE AVE (0010154),10154,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,364847.2373,5017766.021,45.29728146,-75.73438607,47
17--10197,10/5/2017,7:01 PM,WEST HUNT CLUB RD btwn MOODIE DR & HWY416 IC72 RAMP53 (__3ZA4YJ),__3ZA4YJ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,358340.1036,5018754.577,45.30670259,-75.81724025,48
17--10198,10/5/2017,7:39 AM,REGIONAL ROAD 174 btwn OR174 IC105 RAMP63 & OR174 IC102 RAMP36 (__3ZA27F),__3ZA27F,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,379779.7186,5037243.711,45.47109444,-75.54105955,49
17--10199,10/5/2017,7:40 AM,HIGHWAY 417 btwn HWY417 IC131 RAMP66 & HWY417 IC130 RAMP26 (__3ZA29A),__3ZA29A,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,359170.4089,5023079.72,45.34555666,-75.80617776,50
17--102,1/3/2017,9:32 PM,KLONDIKE RD @ MARCH RD (0003096),3096,03 - At intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,349262.971,5024060.763,45.35508232,-75.9325117,51
17--1020,1/25/2017,8:46 PM,OGILVIE RD btwn BLAIR RD & DUNHAM ST (__3ZA2DP),__3ZA2DP,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,03 - Snow,07 - Dark,06 - Ice,10 - No control,,2,1,0,0,02 - Minor,1,,1,,,374686.256,5033301.043,45.43614891,-75.6067535,52
17--10200,10/5/2017,7:45 AM,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2) (__3ZA2UZ),__3ZA2UZ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375305.1297,5030432.506,45.41027728,-75.59925494,53
17--10201,10/5/2017,8:01 AM,BLACKBURN BYPASS @ NAVAN RD (0004201),4201,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,379617.7649,5033274.517,45.43539997,-75.54373432,54
17--10202,10/5/2017,8:07 PM,OR174 IC112 RAMP15 btwn BLAIR RD & REGIONAL ROAD 174 (__3ZAYAH),__3ZAYAH,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,375043.612,5032960.457,45.4330487,-75.60223513,55
17--10203,10/5/2017,8:51 AM,CARLING AVE @ HOLLAND AVE (0002146),2146,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365417.2452,5028039.64,45.38967311,-75.7258601,56
17--10204,10/5/2017,9:54 AM,BANK ST @ SOMERSET ST (0010858),10858,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367694.1565,5030916.657,45.41535889,-75.69641768,57
17--10205,10/6/2017,1:09 PM,BOOTH ST @ SIR JOHN A. MACDONALD PKWY/WELLINGTON ST (0012252),12252,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366263.7791,5031005.971,45.41628961,-75.71468035,58
17--10206,10/6/2017,1:17 PM,INNES RD @ STAR TOP RD/WINDMILL LANE (0008734),8734,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374148.2723,5030667.653,45.4125086,-75.61399961,59
17--10207,10/6/2017,1:20 PM,FROBISHER LANE W @ RIVERSIDE DR (0011961),11961,03 - At intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,370119.6709,5029600.031,45.40329017,-75.66560521,60
17--10208,10/6/2017,1:24 PM,HOLLAND AVE @ WELLINGTON ST (0002364),2364,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364930.2479,5029151.915,45.39972311,-75.73194339,61
17--10209,10/6/2017,1:25 PM,HUNT CLUB RD btwn RIVERSIDE DR & LINDBERGH PRIV (__4B3PLN),__4B3PLN,01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,1,0,02 - Minor,1,,1,,,368213.2057,5022041.673,45.33545731,-75.69092618,62
17--1021,1/25/2017,9:14 AM,SANFORD FLEMING AVE @ TERMINAL AVE (0012264),12264,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,370857.7008,5030831.898,45.41430476,-75.65601356,63
17--10210,10/6/2017,10:30 AM,BANK ST @ LISGAR ST (0006952),6952,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367604.7138,5031064.332,45.41669565,-75.69754153,64
17--10211,10/6/2017,10:45 AM,O'CONNOR ST btwn SPARKS ST & QUEEN ST (__3ZA1Z9),__3ZA1Z9,01 - Non intersection,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,367466.8765,5031632.95,45.42182426,-75.69923019,65
17--10212,10/6/2017,11:20 AM,ESQUIMAULT AVE btwn OKANAGAN DR & QUALICUM ST (__3ZABHT),__3ZABHT,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,359505.7712,5022474.128,45.34008146,-75.80196548,66
17--10213,10/6/2017,Unknown,LARCH ST @ PRESTON ST (0005745),5745,02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,02 - Stop sign,01 - Functioning,1,0,0,0,,0,,,,,366437.6921,5029828.92,45.40568354,-75.71260567,67
17--10214,10/6/2017,12:07 PM,RIVERSIDE DR @ HERON RD (0002236),2236,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368120.5585,5026647.768,45.37691024,-75.69151814,68
17--10215,10/6/2017,12:27 PM,CARP RD @ HAZELDEAN RD (0000086),86,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,348803.2814,5014359.789,45.26781904,-75.93924001,69
17--10216,10/6/2017,2:00 PM,MAIN ST btwn HAZEL ST & HERRIDGE ST (__3ZA3B7),__3ZA3B7,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,369185.2936,5030129.837,45.40814374,-75.67747054,70
17--10217,10/6/2017,2:06 PM,BLAIR RD @ INNES RD (0004165),4165,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,375580.4071,5031438.886,45.41930435,-75.59559401,71
17--10218,10/6/2017,2:27 PM,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD (0009710),9710,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,352841.0785,5020475.374,45.32258435,-75.88719437,72
17--10219,10/6/2017,2:57 PM,SECOND AVE @ BRONSON AVE (0007717),7717,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,367519.1602,5029162.555,45.39959171,-75.69887649,73
17--1022,1/25/2017,9:22 AM,HARDING RD @ SAMUEL DR W (0008935),8935,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,372872.2311,5027856.193,45.38733762,-75.63068856,74
17--10220,10/6/2017,3:00 PM,BELCOURT BLVD @ INNES RD (0004202),4202,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,3,0,0,0,01 - Minimal,2,2,,,,382123.2097,5035266.634,45.45305085,-75.51140325,75
17--10221,10/6/2017,3:09 PM,RICHMOND RD @ SEYTON DR (0000599),599,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,357398.6015,5019314.321,45.31181037,-75.82918632,76
17--10222,10/6/2017,3:17 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57 (__3ZA2R5),__3ZA2R5,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363660.8345,5026499.195,45.37596225,-75.74847284,77
17--10223,10/6/2017,3:37 PM,MONTREAL RD btwn SINCLAIR ST & SHEFFORD RD (__3ZA2D0),__3ZA2D0,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,376002.2817,5034779.825,45.44932131,-75.58972096,78
17--10224,10/6/2017,3:37 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP16 & HWY417 IC126 RAMP61 (__3ZA2RC),__3ZA2RC,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363120.2367,5025804.15,45.36975352,-75.7554566,79
17--10225,10/6/2017,3:50 PM,RIDEAU ST btwn WALLER ST & CUMBERLAND ST (__3ZA3V7),__3ZA3V7,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368310.0301,5032291.176,45.42767071,-75.68837242,80
17--10226,10/6/2017,4:13 PM,COBOURG ST @ ST. PATRICK ST (0011483),11483,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368803.5548,5033233.715,45.43610633,-75.68194354,81
17--10227,10/6/2017,4:31 PM,ANCASTER AVE @ RICHMOND RD (0017252),17252,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,3,0,0,0,01 - Minimal,1,1,,,,361485.5156,5026521.368,45.37634112,-75.7762422,82
