Datetime,Tweet Id,Text,Username,Type,Slow,Accident,Closure,Lane Reduction,Ramp,Stunt Driving
2021-04-09 22:43:06+00:00,1380652520343810051,"This evening around 5:30pm, #GrenvilleOPP on patrol stopped yet another vehicle for #StuntDriving on Hwy 416 in @twpec. Family of 5 with 2 young children in the back. Now the parents can explain why they don't have a car for 7 days. #SlowDown because #SpeedKills. #ottnews ^dh https://t.co/yhGy3viV9a",OPP_ER,,Slow,,,,,Stunt Driving
2021-04-03 15:22:33+00:00,1378367323166367746,"April 1, CMV driver took out approximately 30 posts along #416 in @North_Grenville. Spent the time to clean up debris to hide it but left a licence plate behind. Driver located, charged careless driving, fail to remain, report damage on hwy, and report collision. @ONtransport ^dh https://t.co/NIMoB5KoLB",OPP_ER,Collision,,,,,,
2021-03-25 14:27:45+00:00,1375092043614203912,#StuntDriving stopped by #GrenvilleOPP officer on HWY 416 in @North_Grenville just after 9 am today. 19 year old G2 driver now has a #7DayLicenceSuspension and vehicle impounded. #SlowDown because #SpeedKills. ^dh https://t.co/6l8tHTlrdT,OPP_ER,,Slow,,,,,Stunt Driving
2020-09-20 12:10:52+00:00,1307653449933357056,"#GrenvilleOPP investigating single vehicle rollover. #Hwy416 sb, just north of CR-21 and the South Nation River bridge. Happened around 4am. Lone occupant ejected. Transported to hospital with serious injuries. 416 sb lanes closed for investigation. #ottnews @OPP_COMM_ER ^bd https://t.co/rrSHZAzFgq",OPP_ER,,,,Closure,,,
2021-12-01 16:11:27+00:00,1466077493119574017,#RussellOPP officer stopped a vehicle for speeding in the @ClarenceRockland area last night. The driver was wanted and drugs were located in the vehicle. The drugs were seized and the 31-year-old Ottawa driver was charged and released with a court date. #CrimePrevention ^ mb https://t.co/0f7bVy72YX,OPP_ER,,,,,,,
2021-11-10 13:40:37+00:00,1458429391265017863,#Ottawa area tow truck stopped Tuesday by #OPPTIME after it was seen speeding and being driven erratically. Open liquor &amp; cannabis readily available. The G2 novice driver was already suspended for unpaid fines. Charged multiple offences. Tow truck was towed. #knowyourtow https://t.co/zsaf29MsuG,OPP_ER,,,,,,,
2021-08-09 16:46:39+00:00,1424774136639991812,"@SouthDundasLIVE #SDGOPP want to thank the Ottawa Police and the public for their assistance in locating Richard safe and well. #policingpartnerships @OPP_COMM_ER 
 ^tc",OPP_ER,,,,,,,
2021-07-27 12:24:42+00:00,1419997170309206048,"#HawkesOPP marine units, along with the RCMP and the SQ will be patrolling the Ottawa River waterways due to an increase of boaters this summer. Officers will be doing safety equipment checks on the waterways and at boat launches along the river. @nodrowningott  ^ac https://t.co/6MyMPL7qIY",OPP_ER,,,,,,,
2021-07-26 14:13:32+00:00,1419662171148009477,#OttawaOPP investigating a 3 vehicle collision on #Hwy417 ebnd near Carling on Sunday just before 6pm. Pick-up and sedan seemed to be racing prior to crash. Silver sedan left scene. Witness it? Dashcam video? Call Ottawa OPP @ 1-888-310-1122. #ottnews https://t.co/zSRJRXTzSd,OPP_ER,Collision,,,,,,
2021-07-20 12:22:49+00:00,1417459983025938435,#RenfrewOPP would like to welcome Cst Zac Carswell to the Ottawa Valley. Cst Carswell spent 9 years with the Canadian Army and retired as a Captain. He is making his rounds in the community and stopped for a visit at a daycare in @arnprior. Welcome to the #opp  ^ajc https://t.co/pqPEanctXc,OPP_ER,,,,,,,
2021-06-20 12:39:16+00:00,1406592486945001479,"Travel Advisory - A demonstration may periodically delay or interrupt the normal flow of traffic today starting around 9:30 am from Ashton (Lanark) that will then continue north on Highway 7, east on Highway 417 then into Ottawa. Please allow extra time for your journey. ^ac https://t.co/lJx3s2a3hB",OPP_ER,,Slow,,,,,
2021-05-21 18:55:01+00:00,1395815411833315334,"@SarcasticElder Yes, a section of the 417 east of Ottawa is one of the designated pilot project areas in the province for 110.",OPP_ER,,,,,,,
2021-05-12 01:33:35+00:00,1392291834077011972,Do you have information that could lead to the arrest of a murder suspect? OPP Acting Media Relations Manager Bill Dickson explains.  #ottnews #crimewatch #Ottawa https://t.co/kVJlhwl1h5,OPP_ER,,,,,,,
2021-04-22 12:15:51+00:00,1385205707897774083,"This missing person could be in the Ottawa/eastern Ontario area.  If you see her or have any info, please contact Gatineau Police. #ottnews https://t.co/Se5XopVmqM",OPP_ER,,,,,,,
2021-03-16 13:36:26+00:00,1371817637068541952,"#RussellOPP assisted by Ottawa Police caught a G1 driver on March 15, at 11:45 pm travelling in an erratic way at high speeds on St-Guillaume Rd. Driver fled from police,but was located shortly after. 13 charges laid incl. flight from police and dangerous operation.  #Ottnews ^ac https://t.co/uGDioaleGo",OPP_ER,,,,,,,
2021-01-21 12:59:08+00:00,1352239304119087105,"#OttawaOPP spotted 2 cars racing earlier this week on #Hwy417 @ Moodie Dr in #Ottawa. G2 driver had no excuse for this speed, or racing. Charged with stunt driving. 7 day suspension &amp; 7 day impound. Court date for the fine. #SlowDown #DriveSafe #otttraffic ^bd https://t.co/blNUBi4ffi",OPP_ER,,Slow,,,,,
2021-01-13 20:00:29+00:00,1349446238849142786,Celebrating Crime Stoppers month in the Upper Ottawa Valley. Visit https://t.co/eefAjrrkEU. Thanks to the UOV Detachment in the @TownofPetawawa and @CityPembroke  area for the sign! #CrimeStoppers #Crime  ^bd https://t.co/1IYr4hN3nF,OPP_ER,,,Accident,,,,
2020-12-21 19:13:10+00:00,1341099411653406720,#SDGOPP officers got a drunk driver off the roads Saturday night on @Highway417. 39yr-old driver of Ottawa - charged impaired operation and drug trafficking(cocaine) #drivesober @OPP_COMM_ER ^tc https://t.co/PLYZ062LHQ,OPP_ER,,,,,,,
2020-12-08 16:58:45+00:00,1336354539902029833,"4 people face over 50 charges after drugs and stolen property seized at a home in Greater Madawaska Twp.  Cocaine, meth, crystal meth and purple fentanyl found. Also recovered items from recent Ottawa home invasion. #ottnews #crime #drugs ^bd https://t.co/8ivPuNiXoT",OPP_ER,,,,,,,
2020-11-17 13:18:17+00:00,1328688913179881473,"A 29 yr old driver was transported to hospital with non life-threatening injuries after a single vehicle collision on #Hwy417 eb near Anderson Rd in #Ottawa. Happened just before 6:30am. Scene cleared, investigation ongoing. #ottnews ^bd https://t.co/wVjaGDBtNg",OPP_ER,Collision,,,,,,
2020-11-13 12:54:58+00:00,1327233493601030144,"#OttawaOPP nabbed 2 stunt drivers overnight on #Hwy417. 1 was a G2 out for a spin with his girlfriend. The other a young man borrowing Dad's car. Both vehicles impounded and DL's suspended + a court date. It's #Friday13th, please, slow down and enjoy the ride! #Ottawa ^bd https://t.co/OKCacR6eUG",OPP_ER,,Slow,Accident,,,,
2020-11-11 02:35:56+00:00,1326352933160620032,"#HawkesOPP investigating after 86 yr old man was located deceased in a minivan, submerged in the Ottawa River, near Bay Rd, west of L'Orignal. Vehicle spotted late this morning.  Investigators trying to determine how and when vehicle ended up in the water. #ottnews ^bd https://t.co/QCibhUhAIR",OPP_ER,,,,,,,
2020-11-04 18:16:56+00:00,1324053028383690753,#WinterIsComing and winter driving has already hit some areas. Insp. Dave Tovell of #OPP East Region HQ and Traffic Sgt Derek McLeod have a message for drivers in #Ottawa and across Eastern Ontario. https://t.co/hVN8xw6K1e,OPP_ER,,,,,,,
2020-10-28 12:15:03+00:00,1321425241462185984,"#OttawaOPP wants to talk to a motorcycle rider who stopped briefly at a fatal crash on #Hwy417 eb @ Moodie  in #Ottawa Sept 12th at 12:25am. No detail visible, but we hope the rider or witness will come forward. Call 1-888-310-1122 if you can help. @OPP_COMM_ER #Ottnews ^bd https://t.co/bdaKN0Yx3F",OPP_ER,Collision,,,,,,
2020-10-24 14:30:06+00:00,1320009679091781632,"#OttawaOPP member nabbed 2 stunt drivers Friday night. Both on #Hwy417 eb near Moodie Dr in #Ottawa. Both young males. The one doing 155 was a G2 driver on wet roads. Both given court dates, 7 day suspensions and impounds. Make it a safe #weekend... #DriveSafe &amp; #SlowDown. ^bd https://t.co/QxUScGNSvA",OPP_ER,,Slow,,,,,
2020-10-23 20:33:05+00:00,1319738638155108355,Beautiful weather is no excuse for a speed like this. Bentley stopped by unmarked #GrenvilleOPP cruiser at 171km/h today on #Hwy416 in Edwardsburgh. Driver and family attempting to visit Ottawa - left in taxi. Car impounded and DL seized for 7 days.  #SlowDown #DriveSafe ^bd https://t.co/vFkSbgdNX5,OPP_ER,,Slow,,,,,
2020-10-20 16:36:51+00:00,1318592025164382209,"11kg cocaine, 40,000 meth pills and 5 firearms among items seized following 9-month investigation. #ProjectNewHaven led by #OPPOCEB with help from other #OPP units and @SureteDuQuebec. 16 people face 138 charges. Multiple search warrants executed on #Ottawa and parts of Quebec. https://t.co/yiXF539EbG",OPP_ER,,,Accident,,,,
2020-10-08 17:33:34+00:00,1314257643360452608,Definite connections to Eastern Ontario. Victim last seen alive at the Hunt Club/Merivale area in #Ottawa.  #ottnews ^bd https://t.co/TNVAA38oGe,OPP_ER,,,,,,,
2020-10-05 10:15:08+00:00,1313060142125064192,"Protect your #stuff! Never leave valuables in your vehicle and always lock it up, even in the driveway. Don't make it easy for thieves!  A reminder from Upper Ottawa Valley OPP, serving @TownofPetawawa, @CityPembroke and parts of @RenfrewCounty.  #UOVOPP  ^bd https://t.co/GtMwoLRaKr",OPP_ER,,,Accident,,,,
2020-09-29 15:46:02+00:00,1310969089574219782,Want to know the ins and outs of online criminal record check submissions?  Listen to #LanarkOPP media officer Lori Lobinowich on CBC All in a Day at 3:18 p.m. TODAY on 91.5 FM in the Ottawa area or stream online.   ^ll,OPP_ER,,,,,,,
2020-09-22 22:30:42+00:00,1308534213692592128,"#OPPStreetCrime has seized over 1700 cannabis plants and over 200kgs of processed cannabis from a location on Rowena Rd in South Dundas Township. 13 people, including a Brooklyn, NY resident have been charged. Thanks to CBSA and Ottawa Police for assistance. #crime ^bd https://t.co/Q8EZxrG9gw",OPP_ER,,,,,,,
2020-09-19 23:37:57+00:00,1307463971763617795,"#GlobalTorchRun in Ottawa, with members of @OttawaPolice, @OPP_ER, Corrections and others. We support @SOOntario and the 26,000 athletes across #Ontario. #ChooseToInclude ^bd https://t.co/Ii47YIj60e",OPP_ER,,,,,,,
2020-09-18 12:21:41+00:00,1306931397790138368,"#OttawaOPP stopped 2 drivers from the GTA, literally racing at 177km/h on #Hwy417 eb at Moodie Dr in #Ottawa last night. Both vehicles impounded and DL's suspended for 7-days. Drivers have a day in court to learn fines and other penalties. #Friday #DriveSafe #SlowDown ^bd https://t.co/8odYk9M4Si",OPP_ER,,Slow,,,,,
2020-09-12 01:15:54+00:00,1304589522722869249,#OttawaOPP's Automated Licence Plate Reader helped get another uninsured vehicle off the road. Car stopped on #Hwy417 near Maitland Ave in #Ottawa. 28 yr old male driver also had no licence. Driver and owner both face charges. ^bd https://t.co/Y7VYjYM5Xz,OPP_ER,,,,,,,
2020-09-09 14:09:50+00:00,1303697124346015746,"2 drivers spending a week hitching rides. Both stopped Monday by #OPPHSD on #Hwy7 in #Ottawa. 165 and 172 km/h. Vehicle impounded, DLs suspended and a date in court. #SlowDown #DriveSafe ^bd https://t.co/TXY1J5sXuA",OPP_ER,,Slow,,,,,
2020-09-07 14:00:33+00:00,1302970013406683138,"Driver needed to find alternative transportation to Toronto or a way home to Ottawa. #GrenvilleOPP charged for Stunt Driving on #Hwy416. Car impounded, DL suspended and a date before a Judge. #SlowDown #DriveSafe  ^bd https://t.co/M5vRhhPzNU",OPP_ER,,Slow,,,,,
2020-08-14 21:09:59+00:00,1294380774108680193,"#Slowdown and obey the signs in #construction zones, especially on #Hwy417 in #Ottawa. S/Sgt. Julie Prud'Homme is the Ottawa OPP Detachment Commander. #DriveSafe @OttawaPolice @OttFire @OttawaParamedic @OPP_COMM_ER ^bd https://t.co/NlOxZeOE5f",OPP_ER,,Slow,,,,,
2020-08-14 18:10:22+00:00,1294335572895465474,"#Ottawa driver escaped with minor injuries when a tire, that fell off another car, came crashing thru his windshield. Happened just before 8am on #Hwy417 near Parkdale. Driver who lost wheel has been charged. #ottnews #luckyguy @OPP_COMM_ER ^bd https://t.co/mdXMrOwd5V",OPP_ER,Collision,,,,,,
2020-08-13 12:35:04+00:00,1293888804223438848,#RussellOPP and #OPPCIB have arrested and charged 2 #Ottawa men in connection with a homicide in #Rockland. CIB Detective Inspector Brad Collins provides details. #ottnews #Crime @OPP_COMM_ER ^bd https://t.co/r4nJKrok6d,OPP_ER,,,,,,,
2020-08-13 10:55:49+00:00,1293863823498240001,#OPP has now charged two men from #Ottawa  in connection with a July 23rd homicide at a home in Rockland. The incident left a 42 yr old man dead and another man with life-altering injuries. Further details shortly. #ottnews ^bd https://t.co/axjqjk9Wu3,OPP_ER,,,,,,,
2020-08-03 14:18:40+00:00,1290290996157263872,#HawkesburyOPP officer stopped this car on #Hwy417 w/b near Ottawa speeding through the 80km/hr construction zone in speeds up to 140 km/hr. Fines are doubled here! DL was seized and car impounded for 7 days. Please slow down! ^ac https://t.co/kByqr2553E,OPP_ER,,Slow,,,Lane Reduction,,
2020-07-21 13:30:12+00:00,1285567755941490695,UPDATE:  OPP divers will join the search for a 46 yr old male Ottawa resident who failed to surface yesterday after falling off a paddle board in Dalhousie Lake. The individual was not wearing a life jacket.  #ottnews  ^bd https://t.co/8qXpTH2Lle,OPP_ER,,,,,,,
2020-07-17 13:03:17+00:00,1284111432532078597,"1st emergency alert by the #OPP using #AlertReady - a success. Alert sent to media &amp; cell phones Wednesday in Lanark Cnty/Ottawa area, warning of armed and dangerous person. While goal is to warn of risk to public safety, it also resulted in information leading to arrest. ^bd https://t.co/xiCkREjaZM",OPP_ER,,,,,,,
2020-07-08 11:59:54+00:00,1280833990300012546,Can you help #Ottawa Police? https://t.co/bNBqxg2b13,OPP_ER,,,,,,,
2020-07-07 17:53:30+00:00,1280560589635497985,Some excellent advice from our friends in Ottawa.  Please help make it a safer summer. https://t.co/ll6r0qgVnZ,OPP_ER,,,,,,,
2020-07-06 10:50:50+00:00,1280091833687781377,Good morning #Ottawa. The #hwy417 closure remains in effect for now.  Please follow the marked detours. Keep checking @511ONEastern  or @511Ontario for updates. @OPP_COMM_ER #otttraffic #ottnews     ^bd https://t.co/r5HEnySzCb,OPP_ER,,,,Closure,,,
2020-07-05 23:10:44+00:00,1279915646696988672,"#Ottawa note. New bridges in place, final work underway to get #Hwy417 open.  Due to challenges, the 417 MAY still be closed at 6am Monday. Check @511ontario &amp; local media. Plan ahead. Contractor working hard to open on sched. #otttraffic #ottnews @OPP_COMM_ER ^bd https://t.co/Wlo99aEUEi",OPP_ER,,,,Closure,,,
2020-07-03 11:02:52+00:00,1279007697334087680,If you drive into the closed section of #Hwy417 in #Ottawa you can and will be charged. 3 drivers have tried since the restrictions started. You put lives of construction workers and your own at risk. #otttraffic #ottnews @OPP_COMM_ER ^bd https://t.co/NJxdqq5HVv https://t.co/5sSlTke9DI,OPP_ER,,,,Closure,,,
2020-06-30 12:59:06+00:00,1277949785841061889,#UOVOPP investigating after multiple small calibre bullets struck a home on Norman St in #Pembroke @ 12:30 this morning. No injuries. If you have info call Upper Ottawa Valley OPP at 1-888-310-1122 or Crime Stoppers 1-800-222-8477.  #ottnews ^bd https://t.co/t91Wqzfb2L,OPP_ER,,,Accident,,,,
2020-06-23 21:01:30+00:00,1275534468644769800,"Leave the beer-take the gear! #Hawkesbury OPP marine officers stopped a paddle board on the Ottawa River near L’Orignal Beach today. The 2 boarders did not have the required PFDs, signalling device and buoyant  line but were drinking. Tickets AND warnings issued.  #safety ^bd https://t.co/tM5agt8uWW",OPP_ER,,,,,,,
2020-06-17 21:25:05+00:00,1273366076471095296,#UOVOPP and #OPPCIB are investigating after a body was found in the #Ottawa River in #Pembroke today. Bill Dickson is with the OPP's East Region Headquarters. #ottnews ^bd https://t.co/3dYi7ZII1D,OPP_ER,,,Accident,,,,
2020-06-16 12:49:26+00:00,1272873919897317377,"#OPPHSD stopped a 23c yr old G2 driver from #Ottawa on #Hwy417 in North Glengarry Monday. 170km/h in a 100 zone. DL suspended and car impounded for 7 days. Fine to be set at court. Please, #SlowDownSaveLives. ^bd https://t.co/o00lqmf8Yr",OPP_ER,,Slow,,,,,
2020-06-12 18:05:23+00:00,1271503882263330821,"160km/h while passing marked #OttawaOPP and @OttawaPolice cruisers on #Hwy417! 33 yr old woman from #Ottawa charged with Stunt Driving on Thursday. DL suspended, vehicle seized court in September. Her 4th Stunt Driving charge since 2016 (3 this year)!  #SlowDownSaveLives  ^bd https://t.co/WZHZnIrmMc",OPP_ER,,Slow,,,,,
2020-05-28 12:52:10+00:00,1265989242389516288,"Vehicle passed #OPPHSD member at 143 km/h on Hwy 7 in #Ottawa Wednesday. Driver charged with being impaired by alcohol. It was the driver's 2nd impaired charge in 2 months. Still under a DL suspension from the 1st offence!  #DriveSafe #DriveSober 
@OPP_COMM_ER
 ^bd https://t.co/WVDBL5FOh8",OPP_ER,,,,,,,
2020-05-27 14:58:14+00:00,1265658576548347904,"25 yr old G2 driver caught at 154 km/h on #Hw417 eb near Moodie in #Ottawa last night. He had just gotten his DL back 5 days ago from a previous stunt driving charge. Another suspension, impound and trip to court. #seriously #driving #ottnews ^bd https://t.co/PL70dAbL1x",OPP_ER,,,,,,,
2020-05-24 18:14:52+00:00,1264620899820544004,"G2 driver from #Ottawa stopped Saturday night - weaving dangerously through traffic at 153 in an 80km/hr construction zone on #Hwy417 wb near Parkdale. Driver just wanted a ticket, said not a big deal. Car seized, licence suspended and court date issued. #slowdown ^bd https://t.co/5lbqFp1XC8",OPP_ER,,Slow,,,,,
2020-05-17 15:32:49+00:00,1262043401433821185,#OttawaOPP found this driver had lifetime driving suspension AND other lesser suspensions. Stopped for 182 km/h in a 100 zone on #Hwy417 in #Ottawa with kids in the car. Arrested and given court date. 45 day impound of car. #suspended #SlowDown ^bd https://t.co/W2QYIjJDuR,OPP_ER,,Slow,,,,,
2020-05-07 18:00:26+00:00,1258456672042913794,"Spring cleanup? Compost yard run? Ensure your load is properly secured. A bag of yard waste fell onto #Hwy417 at Carp Rd in #Ottawa today, almost causing multiple collisions before being hit by a transport. Pick-up driver charged for an insecure load = $160. #OPPHSD  ^bd https://t.co/0AOZeMl9Ru",OPP_ER,Collision,,,,,,
2020-05-05 21:55:17+00:00,1257790997267914754,Going for a drive with a suspended licence and no insurance is bad idea. 25 yr old driver was stopped on #Hwy417 in #Ottawa this afternoon.  Knew he was breaking the law but didn't think it was a big deal. Vehicle impounded and the driver has a court date. #rules #badidea ^bd https://t.co/eCEY8GARCu,OPP_ER,,,,,,,
2020-04-20 16:26:01+00:00,1252272320518987777,"Racing to Ottawa to pickup his passport. That's how the 26 yr old driver tried to justify going this speed on #Hwy401 eb in #Kingston this morning. 7 day DL suspension and vehicle impound, court date and maybe not getting that passport today. #SlowDown #DriveSafe ^bd https://t.co/JboCm4AftV",OPP_ER,,Slow,,,,,
2020-04-16 21:25:59+00:00,1250898254478311425,#RenfrewOPP has charged a 36 yr old Ottawa man with fraud and drug charges. Note all the colorful packs are actually dried cannabis. #crime #ottnews ^bd https://t.co/egP3ndM74q,OPP_ER,,,,,,,
2020-04-16 12:13:34+00:00,1250759237195698178,"#Slowdown and get there safely. This driver was stopped on #Hwy7 near Dwyer Hill Rd in #Ottawa. Vehicle and DL seized for 7 days, charged with Stunt Driving. #DriveSafe #ottnews  ^bd https://t.co/0vxla9KeDM",OPP_ER,,Slow,,,,,
2020-04-13 20:59:45+00:00,1249804488938065920,"An #OPPHSD member noticed something ""off"" about this sticker while stopped at a red light in #Ottawa today. Expiry date had been altered to make it appear valid. The vehicle was also uninsured. Driver was charged and vehicle towed. #ONHwys ^bd https://t.co/mbkzNAhmMM",OPP_ER,,,,,,,
2020-04-08 12:10:03+00:00,1247859246873665537,"#OPP seeing more motorcycles and sports cars on the road. Is the trip essential? If you must go, please stick to the speed limit and #SlowDown. This 2020 Audi R8 was impounded on #Hwy417 in Ottawa and driver c/w Stunt. DL suspended and court date.  #StayHomeSaveLives #OPPHSD ^bd https://t.co/Op1C4sC3IO",OPP_ER,,Slow,,,,,
2020-03-27 11:00:34+00:00,1243493108173717510,"#Hawkesbury OPP and #Plantagenet Fire Dept rescued this little deer Thursday from ice floating in the Ottawa River. PCs Matthew Beausoleil and Samuel Trudeau are seen with the deer, which spent the night at the @RefugeRR shelter before being returned to the wild. #GoodNews  ^bd https://t.co/zS7H9NdJkT",OPP_ER,,,,,,,
2020-03-23 13:12:50+00:00,1242076841294389249,Hoping we say #SeeSnowGoSlow for the last time. Here are three more stunt drivers caught on #Hwy417 in #Ottawa by an #OPP member on Sunday. Speeds were from 157-167km/h. Toddler in one car. Please #SlowDown and #DriveSafe. Lives depend on it. #ONHwys #ottnews  ^bd https://t.co/vsVTnBXk3c,OPP_ER,,Slow,,,,,
2020-03-22 16:35:31+00:00,1241765459575427072,"@gothmimo @OttawaPolice @ctvottawa Agreed. That's one of the main reasons behind out social media posts. Speed limits and laws still apply and officers, OPP, Ottawa PS and others are still out there on duty.",OPP_ER,,,,,,,
2020-03-22 12:35:26+00:00,1241705041133699072,"A few stunt drivers charged Saturday by #OttawaOPP. 3 were 18-20 yrs old, the other was 62. It is NOT worth the #risk. #OPP, @OttawaPolice and others are trying to keep everyone safe on #ONHwys. Please help. #SlowDown #DriveSafe #ottnews #Ottawa ^bd https://t.co/ZeL9AXId65",OPP_ER,,Slow,,,,,
2020-03-13 22:32:13+00:00,1238593736042590209,"#Ottawa friends, just in case you hadn't heard.  #otttraffic https://t.co/EYKkRPygoZ",OPP_ER,,,,,,,
2020-03-11 12:39:54+00:00,1237719899646148608,"OPP, @OttawaPolice members and 100+ others took part in the #Ottawa @torchrunontario Polar Plunge for #SpecialOlympics on the weekend. The event raised nearly $24K to support our SO athletes. Open water, pool or one of these, that water was COLD!!  ^bd https://t.co/f6oJViE3Rk",OPP_ER,,,,,,,
2020-03-07 13:56:12+00:00,1236289547882901504,#PolarPlunge for @SOOntario today at @AlgonquinColleg in #Ottawa today. Come join #OPP members and others #FreezinForAReason @torchrunontario ^bd https://t.co/Sri6cRaBGj,OPP_ER,,,,,,,
2020-03-04 15:54:49+00:00,1235232238675034112,#OPPSAVE spotted this MSV traveling the rds in the town of #CarletonPlace. The 51yr old driver from Ottawa was arrested on outstanding warrants and received multiple charges and court date for six MSVA offences. #ridesafe ^sm https://t.co/7RmU5Kn5RI,OPP_ER,,,,,,,
