Datetime,Tweet Id,Text,Username,Dates,Time,Type,Slow,Accident,Closure,Lane Reduction,Ramp
2021-11-29 11:21:27+00:00,1465279736297443332,"The city reports a broken water main near St. Laurent and Lancaster/Smyth, near the museum. St. Laurent is closed northbound for a block from Lancaster/Smyth to Bourassa. #OttBike #OttTraffic",cbcotttraffic,2021-11-29,11:21:27,,,Accident,Closure,,
2021-11-26 13:15:42+00:00,1464221326982455319,EMERGENCY VEHICLES: Lots of them. On the Sir JAM Pkwy near Westboro Beach. #Otttraffic #OttBike,cbcotttraffic,2021-11-26,13:15:42,,,,,,
2021-11-25 21:55:26+00:00,1463989732812206083,COLLISION: Rear-ender involving a tractor-trailer on the westbound 417 at maitland. #OttTraffic,cbcotttraffic,2021-11-25,21:55:26,Collision,,,,,
2021-11-25 21:16:24+00:00,1463979909722906625,COLLISION: Northbound Bronson at Holmwood #otttraffic,cbcotttraffic,2021-11-25,21:16:24,Collision,,,,,
2021-11-25 21:09:29+00:00,1463978167715213326,COLLISION: Eastbound 174 between Mtl Rd and Jeanne D'Arc. #otttraffic,cbcotttraffic,2021-11-25,21:09:29,Collision,,,,,
2021-11-24 22:18:08+00:00,1463633056116494348,COLLISION: Wellington in front of the Supreme Court. rear-ender. #otttraffic,cbcotttraffic,2021-11-24,22:18:08,Collision,,,,,
2021-11-24 22:14:48+00:00,1463632219558359040,COLLISION: Rideau Rd between Hawthorne and Bank. Two vehicles. Police and firefighters there. Heavy westbound. #otttraffic,cbcotttraffic,2021-11-24,22:14:48,Collision,,Accident,,,
2021-11-24 22:12:06+00:00,1463631538394968077,COLLISION: Innes at Bantree #otttraffic,cbcotttraffic,2021-11-24,22:12:06,Collision,,,,,
2021-11-19 22:30:45+00:00,1461824294049169417,COLLISION: Westbound 417 at Nicholas. Backed up to Vanier Pkwy #OttTraffic,cbcotttraffic,2021-11-19,22:30:45,Collision,,,,,
2021-11-19 21:15:20+00:00,1461805311728173071,COLLISION: Rear-ender on the bit taking you to Cedarview from Hunt Club to get to the 416. Vehicles blocking lane. #otttraffic,cbcotttraffic,2021-11-19,21:15:20,Collision,,,,,
2021-11-18 12:29:31+00:00,1461310599879663625,COLLISION: Southbound Montee de la source near Cantley IGA. Two car crash Taking half of the road.  #OttTraffic,cbcotttraffic,2021-11-18,12:29:31,Collision,,,,,
2021-11-16 12:41:49+00:00,1460588918437470211,COLLISION: Leitrim at Hawthorne. Tractor-trailer carrying heavy equipment vs car. Avoid eastbound Leitrim. #otttraffic,cbcotttraffic,2021-11-16,12:41:49,Collision,,,,,
2021-11-16 11:16:42+00:00,1460567501079826434,COLLISION: Westbound 417 at Rockdale Rd. That's the Vars exit. #otttraffic,cbcotttraffic,2021-11-16,11:16:42,Collision,,,,,
2021-11-12 21:18:43+00:00,1459269449626923013,COLLISION: Leitrim and Bantree. #otttraffic,cbcotttraffic,2021-11-12,21:18:43,Collision,,,,,
2021-11-12 19:22:20+00:00,1459240161284345863,COLLISION: Eastbound 417 at Parkdale. Just happened. #otttraffic,cbcotttraffic,2021-11-12,19:22:20,Collision,,,,,
2021-11-12 11:37:36+00:00,1459123209471729664,LIGHTS OUT: Traffic signals not working on St-Louis near the 50. Treat as all-way stop. #otttraffic,cbcotttraffic,2021-11-12,11:37:36,,,,,,
2021-11-12 11:20:40+00:00,1459118947282960385,DANGER: Car into guardrail on eastbound 417 after Carling. No flashers on. Visibility is poor. #otttraffic,cbcotttraffic,2021-11-12,11:20:40,,,,,,
2021-11-10 21:10:27+00:00,1458542593122390016,COLLISION: Three vehicles involved or stopped. Westbound Walkley east of Heatherington near the Drive Test place #Otttraffic,cbcotttraffic,2021-11-10,21:10:27,Collision,,,,,
2021-11-10 20:57:12+00:00,1458539259384713221,COLLISION: Westbound Innes approaching Blair. Car vs dump truck #Otttraffic,cbcotttraffic,2021-11-10,20:57:12,Collision,,,,,
2021-11-10 13:09:35+00:00,1458421581735206916,CAR ON FIRE: Two kms east of Carleton Place on Hwy. 7. Lots of gawkers. Eastbound traffic affected. Car is on right shoulder. #Otttraffic,cbcotttraffic,2021-11-10,13:09:35,,,,,,
2021-11-10 12:35:26+00:00,1458412986553540617,COLLISION: Westbound 17/174 at Canaan Rd. OPP there. #Otttraffic,cbcotttraffic,2021-11-10,12:35:26,Collision,,,,,
2021-11-10 11:11:21+00:00,1458391827539963905,"WATERMAIN BREAK: Carling Avenue between Aaron Avenue and Iroquois Road in Carlingwood.
Road closures are in effect for eastbound and westbound lanes on Iroquois Road. #Otttraffic",cbcotttraffic,2021-11-10,11:11:21,,,,Closure,,
2021-11-09 20:41:39+00:00,1458172959512743939,"COLLISION: Eastbound 417 at Pinecrest, far left lane, shoulder. #Otttraffic",cbcotttraffic,2021-11-09,20:41:39,Collision,,,,,
2021-11-09 12:21:30+00:00,1458047091058659328,CLOSED: River Rd from Mitch Owens to Roger Steven from Nov. 12 to... ? #Otttraffic,cbcotttraffic,2021-11-09,12:21:30,,,,Closure,,
2021-11-05 10:32:47+00:00,1456570180642000896,SERIOUS DEBRIS: Metal grate or piece of industrial walkway. 3-feet across. Eastbound 417 between Bayshore and Pinecrest. Trucker called me after he hit it. Can't see it. #otttraffic,cbcotttraffic,2021-11-05,10:32:47,,,,,,
2021-11-04 21:03:41+00:00,1456366562454163464,COLLISION: Westbound Walkley at Baycrest. #otttraffic,cbcotttraffic,2021-11-04,21:03:41,Collision,,,,,
2021-11-03 21:12:39+00:00,1456006434232193027,"NEW STOP SIGN BADNESS: Laperriere and McBride, near Kirkwood, Clyde. Causing all kinds of near misses. #OttTraffic",cbcotttraffic,2021-11-03,21:12:39,,,,,,
2021-11-03 19:33:36+00:00,1455981507642810369,401 CRAWLING: Eastbound east of Napanee headed towards KIigston. Due to construction. #OttTraffic,cbcotttraffic,2021-11-03,19:33:36,,Slow,,,,
2021-11-02 20:41:28+00:00,1455636197276069904,"SNOW SQUALL: That's what the caller said. 417 at the March Rd Almonte exit. Caused a spin-out collision there, too -- eastbound. #OttTraffic",cbcotttraffic,2021-11-02,20:41:28,Collision,,Accident,,,
2021-11-02 19:10:24+00:00,1455613278265225220,SLOW: Police have someone stopped on the Gatineau-bound Macdonald-Cartier bridge. #OttTraffic,cbcotttraffic,2021-11-02,19:10:24,,Slow,,,,
2021-11-02 11:20:05+00:00,1455494921725616132,"COLLISION: On ramp going from westbound 50 to s/b Hwy. 5. As many as 10 vehicles involved or stopped, including tractor-trailer. #OttTraffic",cbcotttraffic,2021-11-02,11:20:05,Collision,,,,,Ramp
2021-11-02 10:29:10+00:00,1455482105207656457,COLLISION: Westbound 417 between Anderson and Hunt Club. #Otttraffic,cbcotttraffic,2021-11-02,10:29:10,Collision,,,,,
2021-11-01 20:30:29+00:00,1455271046114947073,POWER OUT: Kanata North. Carling and Teron area near the Metro. Treat affected intersections as all-way stops. #otttraffic,cbcotttraffic,2021-11-01,20:30:29,,,,,,
2021-11-01 19:27:22+00:00,1455255162054918146,"WEEKEND RIDE PROGRAM: Ottawa police stopped 250 vehicles on the weekend and charged 16 people with impaired driving related offences. Of the drivers charged, three were found to be impaired by drugs. Five incidents involved collisions. #ottnews #Otttraffic",cbcotttraffic,2021-11-01,19:27:22,Collision,,,,,
2021-11-01 10:36:14+00:00,1455121496142192644,"KANATA: Teron Road, from Chisholm Court to Bethune Way, closed to traffic until mid-December for culvert installation. Local traffic, pedestrian and cycling access will be maintained and signed detour will be in place. Busses in the area will be on detour. #Otttraffic #otttransit",cbcotttraffic,2021-11-01,10:36:14,,,,Closure,,
2021-10-28 20:41:25+00:00,1453824246204014599,COLLISION: Eastbound 417 near the Limoges exit. Stopped. #Otttraffic #ONHwys,cbcotttraffic,2021-10-28,20:41:25,Collision,,,,,
2021-10-28 11:38:56+00:00,1453687725379493889,COLLISION: Westbound Ogilvie near the CSIS building and Chapters. #otttraffic,cbcotttraffic,2021-10-28,11:38:56,Collision,,,,,
2021-10-28 10:30:36+00:00,1453670528309506052,KIRKWOOD: Section blocked by emergency vehicles between Carling and Richmond rd. #otttraffic,cbcotttraffic,2021-10-28,10:30:36,,,,Closure,,
2021-10-27 19:56:07+00:00,1453450456051691523,HAZARD: Someone changing a tire on the ramp for Maitland from the westbound 417. #Otttraffic,cbcotttraffic,2021-10-27,19:56:07,,,,,,Ramp
2021-10-27 11:07:03+00:00,1453317312107487232,DITCHED: School bus ditched on southbound Franktown Rd towards Dwyer Hill Rd. South of Richmond.  #otttraffic,cbcotttraffic,2021-10-27,11:07:03,,,Accident,,,
2021-10-27 09:55:51+00:00,1453299396494471177,"NO FULL LRT UNTIL END OF NOVEMBER: Rideau Transit Group  has informed the City that full-service resumption is anticipated by Monday, November 29. derailment happened Sept. 19. #otttransit #otttraffic #ottnews",cbcotttraffic,2021-10-27,09:55:51,,,,,,
2021-10-22 21:14:07+00:00,1451658146334879744,LIMEBANK: Traffic diverted both directions onto River Rd. after earlier collision. #OttTraffic,cbcotttraffic,2021-10-22,21:14:07,Collision,,,,,
2021-10-20 19:31:39+00:00,1450907586727927819,"DITCHED, ON FIRE: There's a smoking car in the right ditch of the southbound 416 at the Oxford Station exit. Police there. Traffic stopped. #otttraffic",cbcotttraffic,2021-10-20,19:31:39,,,Accident,,,
2021-10-19 21:01:51+00:00,1450567897726791683,LOTS OF POLICE: Brookfield near Flannery. Brookfield HS area. #otttraffic #ottnews,cbcotttraffic,2021-10-19,21:01:51,,,,,,
2021-10-19 10:39:45+00:00,1450411338879078400,"DITCHED: There's a car off the road, and police there, on eastbound Hwy. 7 west of Ashton Stn. Right-side ditch, headed towards Ottawa.  #otttraffic",cbcotttraffic,2021-10-19,10:39:45,,,Accident,,,
2021-10-18 11:35:39+00:00,1450063018998575109,COLLISION: Westbound 50 at ramp for the southbound 5. #otttraffic,cbcotttraffic,2021-10-18,11:35:39,Collision,,,,,Ramp
2021-10-14 17:59:27+00:00,1448710055663128583,SLOW DOWN: City of Ottawa will add 15 new Automated Speed Enforcement cameras in school zones over the next year. #otttraffic #ottawalk #ottnews #ottbike,cbcotttraffic,2021-10-14,17:59:27,,Slow,,,,
2021-10-13 21:09:33+00:00,1448395509429940225,HAZARD: Stopped truck in the intersection of Innes and Star Top. #otttraffic,cbcotttraffic,2021-10-13,21:09:33,,,,,,
2021-10-13 19:55:55+00:00,1448376977677762566,COLLISION: Northbound Prince of Wales north of Hunt Club. Fluid on the road. #otttraffic,cbcotttraffic,2021-10-13,19:55:55,Collision,,,,,
2021-10-13 19:07:19+00:00,1448364747812900867,"KINGSTON: Westbound 401 closed from Kingston to Odessa. A great deal of misery there. Also, the 38 is stop &amp; go from the 401 north to Mud Lake Rd. #otttraffic #ONHwys",cbcotttraffic,2021-10-13,19:07:19,,Slow,,Closure,,
2021-10-13 11:27:22+00:00,1448248997819424773,COLLISION: Westbound 50 at Lorrain. #otttraffic,cbcotttraffic,2021-10-13,11:27:22,Collision,,,,,
2021-10-13 10:22:37+00:00,1448232702440771585,NEWS FLASH: Traffic signals flashing at Bank &amp; Wellington. Treat as all-way stop. #otttraffic,cbcotttraffic,2021-10-13,10:22:37,,,,,,
2021-10-06 09:52:05+00:00,1445688303710130189,"COLLISION: South March/Kanata Lakes. Near Goulbourn Forced Rd and Innovation Dr.
Goulbourn Forced Rd may still be closed from Innovation Dr to Keyrock Dr. for investigation. #OttTraffic",cbcotttraffic,2021-10-06,09:52:05,Collision,,,Closure,,
2021-10-05 10:41:07+00:00,1445338252643344393,"417 AT HIGHLAND ROAD: OPP there, some officers on top of cruisers, seemingly looking for someone in the cornfield. Visual distraction certainly. #OttTraffic #ottnews #ONHwys",cbcotttraffic,2021-10-05,10:41:07,,,,,,
2021-10-04 20:13:17+00:00,1445119855997464584,"STITTSVILLE/KANATA: Collision and traffic diverted on Fernbank at Robert Grant roundabout, between Terry Fox and Shea. Avoid. #Otttraffic",cbcotttraffic,2021-10-04,20:13:17,Collision,,,,,
2021-10-04 19:32:23+00:00,1445109562688868353,THANKSGIVING PARKING: All parking restrictions will remain in effect. Unsigned overtime restrictions have a six-hour limit on statutory holidays. #Otttraffic,cbcotttraffic,2021-10-04,19:32:23,,,,,,
2021-10-04 10:40:11+00:00,1444975633117892608,COLLISION: Mitch Owens near Bank Street. Seems quite serious. Emergency crews there.  #Otttraffic,cbcotttraffic,2021-10-04,10:40:11,Collision,,,,,
2021-10-01 11:46:22+00:00,1443905122464063491,GOOSE: Apparently there's a goose on the westbound 417 near the Vanier Pkwy. #Otttraffic,cbcotttraffic,2021-10-01,11:46:22,,,,,,
2021-09-30 20:24:12+00:00,1443673053888712704,"COLLISION: Southbound 10th Line, south of Charlemagne near Dollarama. #Otttraffic",cbcotttraffic,2021-09-30,20:24:12,Collision,,,,,
2021-09-30 10:21:01+00:00,1443521258046599172,"HINTONBURG: Broken down OC Transpo bus, lost oil along Parkdale Avenue. Stopped, apparently loudly, at Parkdale &amp; Spencer near Carleton Tavern and is still blocking northbound lane #Otttraffic",cbcotttraffic,2021-09-30,10:21:01,,,Accident,,,
2021-09-29 20:37:31+00:00,1443314016303071233,"NAME CHANGE AFOOT: Kanata Pedestrian Bridge to be renamed to honour Marianne Wilkinson. Ceremony oct. 1st. Former Kanata mayor, long time regional and city councillor. #Otttraffic #ottwalk #ottbike",cbcotttraffic,2021-09-29,20:37:31,,,,,,
2021-09-29 12:01:27+00:00,1443184144561983492,BROKEN-DOWN SCHOOL BUS: Westbound 417 near Carling. Right side. #Otttraffic,cbcotttraffic,2021-09-29,12:01:27,,,,,,
2021-09-28 20:41:34+00:00,1442952647267393538,COLLISION: Lees near the transit station. Pole down there. Police directing traffic. #Otttraffic,cbcotttraffic,2021-09-28,20:41:34,Collision,,,,,
2021-09-24 19:11:31+00:00,1441480434899034114,"ICYMI: Colonel By Drive, between Avenue Road and Mount Pleasant Avenue, is closed to motor vehicles from until Halloween. #Otttraffic",cbcotttraffic,2021-09-24,19:11:31,,,,Closure,,
2021-09-24 18:54:39+00:00,1441476187570810880,AFTERNOON DE-LIGHT: Traffic signals flashing on Boul des Allumettieres at the ramp to the eastbound 50. Treat as all-way stop. #otttraffic,cbcotttraffic,2021-09-24,18:54:39,,,,,,Ramp
2021-09-24 11:47:57+00:00,1441368807868702720,SLOW: Broken-down OC Transpo bus on westbound Fernbank approaching Stittsville Main. (thanks @hellachella ) #otttraffic,cbcotttraffic,2021-09-24,11:47:57,,Slow,Accident,,,
2021-09-24 10:30:38+00:00,1441349350869778438,MERIVALE/PRINCE OF WALES: Emergency vehicles there. Barrhaven. #otttraffic,cbcotttraffic,2021-09-24,10:30:38,,,,,,
2021-09-23 12:27:00+00:00,1441016246342914048,FLASH! AHH-HAAA! Traffic signals flashing at Boul des Allumettieres and Wilfred-Lavigne in Aylmer. Treat as all-way stop. Backed up eastbound. #otttraffic,cbcotttraffic,2021-09-23,12:27:00,,,,,,
2021-09-22 12:05:05+00:00,1440648340945838089,"POWER OUT: Somerset, Bay, Mcleod, Kent, Bronson, Lyon area.
Affecting traffic signals. Treat as all-way stop. Be late. Be patient. Breathe. #otttraffic #ottnews #ottbike",cbcotttraffic,2021-09-22,12:05:05,,,,,,
2021-09-20 20:50:16+00:00,1440055735128186886,COLLISION: Eastbound Innes at the Walmart before Jeanne D'Arc. #otttraffic,cbcotttraffic,2021-09-20,20:50:16,Collision,,,,,
2021-09-20 20:49:00+00:00,1440055416466014209,COLLISION: Northbound Riverside at Hunt Club. Firefighters there. #otttraffic,cbcotttraffic,2021-09-20,20:49:00,Collision,,,,,
2021-09-20 10:02:42+00:00,1439892767983996933,HALF MOON: Greenbank off-peak lane reductions at Half Moon Bay Rd today until November for roundabout construction. Watch for signs and flagging. Pedestrian and cyclist access will be maintained. #otttraffic #ottbike #ottnews,cbcotttraffic,2021-09-20,10:02:42,,,,,Lane Reduction,
2021-09-16 09:44:21+00:00,1438438599884775425,"AYLMER: Street closures and parking bans will be in effect starting today in Aylmer for the Tour de Gatineau cycling event.
Parking bans will be in effect until Monday on certain streets. #otttraffic #ottbike",cbcotttraffic,2021-09-16,09:44:21,,,,Closure,,
2021-09-15 20:10:08+00:00,1438233695568252931,SOMETHING'S UP: Queensway transit station near Woodroffe. Special constables there. #otttraffic,cbcotttraffic,2021-09-15,20:10:08,,,,,,
2021-09-14 20:05:32+00:00,1437870146983534594,CAR FIRE: Manotick Stn Rd just north of Snake Island Rd. near the turf farm. Police and firefighters there. #otttraffic,cbcotttraffic,2021-09-14,20:05:32,,,Accident,,,
2021-09-14 11:53:23+00:00,1437746294236323840,COLLISION: Westbound 50 between Lorrain and Labrosse. #otttraffic,cbcotttraffic,2021-09-14,11:53:23,Collision,,,,,
2021-09-13 10:03:14+00:00,1437356186924367877,"SLOW: Hwy. 17 slow both directions and backed up, east of Renfrew. #otttraffic #ONHwys",cbcotttraffic,2021-09-13,10:03:14,,Slow,,,,
2021-09-10 11:35:24+00:00,1436292219879702529,DITCHED: Vehicle off the road on Leitrim between Limebank and Albion #Otttraffic,cbcotttraffic,2021-09-10,11:35:24,,,Accident,,,
2021-09-08 19:39:40+00:00,1435689311228338177,COLLISION: Aylmer-bound Champlain Bridge just at the shoreline in Gatineau #otttraffic,cbcotttraffic,2021-09-08,19:39:40,Collision,,,,,
2021-09-08 19:10:47+00:00,1435682043472588808,"COLLISION: Southbound Bank at Hero, near the Canadian Tire, gas bar etc #otttraffic",cbcotttraffic,2021-09-08,19:10:47,Collision,,,,,
2021-09-08 12:02:31+00:00,1435574267534512129,HIGH SCHOOL CONFIDENTIAL: Abbott is stop &amp; go between Stittsville Main and Sacred Heart HS. #Otttraffic,cbcotttraffic,2021-09-08,12:02:31,,Slow,,,,
2021-09-08 10:16:43+00:00,1435547640847028226,LANE REDUX: Westbound 174 after Montreal Rd. #Otttraffic,cbcotttraffic,2021-09-08,10:16:43,,,,,,
2021-09-03 20:59:38+00:00,1433897497064312834,COLLISION: Ch d'Aylmer just west of Place Samuel de Champlain. #otttraffic,cbcotttraffic,2021-09-03,20:59:38,Collision,,,,,
2021-09-03 20:04:12+00:00,1433883547102851073,AFTERNOON DE-LIGHT: Intersection of Hwy. 17 and O'Brien Rd in Renfrew. Holiday long weekend. Trans-Canada highway. No fun. #Otttraffic #ONHwys,cbcotttraffic,2021-09-03,20:04:12,,,,,,
2021-09-03 11:42:05+00:00,1433757184450600961,COLLISION: In Barrhaven at Marketplace and Longfields #Otttraffic,cbcotttraffic,2021-09-03,11:42:05,Collision,,,,,
2021-09-02 19:14:25+00:00,1433508632142958601,"BELLS CORNERS: Traffic very slow, with police directing at intersection of Moodie &amp; Robertson #otttraffic",cbcotttraffic,2021-09-02,19:14:25,,Slow,,,,
2021-09-02 19:13:05+00:00,1433508295030054924,COLLISION: Intersection of Carling and Kirkwood #otttraffic,cbcotttraffic,2021-09-02,19:13:05,Collision,,,,,
2021-08-31 20:02:04+00:00,1432795844714057739,COLLISION: Intersection of Conroy and Davidson. Conroy blocked. #Otttraffic,cbcotttraffic,2021-08-31,20:02:04,Collision,,,Closure,,
2021-08-31 19:37:07+00:00,1432789568701575180,HEAVY METAL: Large piece of metal in the intersection of Hunt Club and Woodroffe. Might be trailer hitch assembly. #Otttraffic,cbcotttraffic,2021-08-31,19:37:07,,,,,,
2021-08-31 10:06:52+00:00,1432646059503886338,LADDER ALERT: Trucker Joe tells me there's a 26-foot extension ladder in one of the middle lanes of the westbound 417 between Vanier Pkwy and Nicholas. #otttraffic,cbcotttraffic,2021-08-31,10:06:52,,,,,,
2021-08-30 20:35:38+00:00,1432441907351887873,LANE REDXN: Broken-down car on eastbound Hunt Club at Hawthorne #otttraffic,cbcotttraffic,2021-08-30,20:35:38,,,Accident,,Lane Reduction,
2021-08-30 11:46:37+00:00,1432308772542853123,TREE DOWN: Sussex near King Edward. #otttraffic,cbcotttraffic,2021-08-30,11:46:37,,,,,,
2021-08-30 11:41:45+00:00,1432307551207624707,401: Closed near the Napanee OnRoute. Collision east of there near Odessa. #otttraffic #ONHwys,cbcotttraffic,2021-08-30,11:41:45,Collision,,,Closure,,
2021-08-30 10:31:30+00:00,1432289871540932610,LIGHTS OUT: Hunt Club at Prince of Wales. Treat as all-way stop. #otttraffic,cbcotttraffic,2021-08-30,10:31:30,,,,,,
2021-08-27 21:34:22+00:00,1431369523060428810,COLLISION: Northbound Bank at Riverside #OttTraffic,cbcotttraffic,2021-08-27,21:34:22,Collision,,,,,
2021-08-27 21:10:48+00:00,1431363593220546572,COLLISION: Car vs firetruck. Earl Armstrong eastbound in front of the fire hall. #OttTraffic,cbcotttraffic,2021-08-27,21:10:48,Collision,,Accident,,,
2021-08-25 21:13:25+00:00,1430639473352708100,TREE DOWN: On ramp for Sir John A Macdonald Pkwy from Carling. #OttTraffic,cbcotttraffic,2021-08-25,21:13:25,,,,,,Ramp
2021-08-25 10:53:52+00:00,1430483558599172097,COLLISION: Car into light standard on Ogilvie at Aviation. #OttTraffic,cbcotttraffic,2021-08-25,10:53:52,Collision,,,,,
2021-08-24 19:47:40+00:00,1430255506673840129,"LYON, LYON PANTS ON FYON: The ramp to the w/b 417 is not, in fact, closed. Still open. When will it close? Was supposed to close yesterday at 6 p.m. I am confused, MTO. Why do you torture us so? What is even real anymore? #otttraffic",cbcotttraffic,2021-08-24,19:47:40,,,,Closure,,Ramp
2021-08-24 19:35:58+00:00,1430252562410844163,COLLISION: Westbound 417 just before St. Laurent. Car did a 360 in front of a tractor-trailer. Debris on the road. Got lucky. #otttraffic,cbcotttraffic,2021-08-24,19:35:58,Collision,,,,,
2021-08-24 19:22:42+00:00,1430249224667545601,"CLOSED: Shea and Flewellyn is closed. Crews working there. No real warning of it, if you like that sneaky route to Stittsville from Richmond. #otttraffic",cbcotttraffic,2021-08-24,19:22:42,,,,Closure,,
2021-08-24 10:53:01+00:00,1430120959181312026,ROLLOVER COLLISION: Southbound 416  between West Hunt Club and Barrhaven. #OttTraffic,cbcotttraffic,2021-08-24,10:53:01,Collision,,Accident,,,
2021-08-23 20:26:15+00:00,1429902831314735113,COLLISION: Interchange of the eastbound 50 and the southbound 5. Two vehicles involved. #otttraffic,cbcotttraffic,2021-08-23,20:26:15,Collision,,,,,
2021-08-23 10:16:57+00:00,1429749492073607168,417 CLOSED: Eastbound at Panmure Rd due to earlier collision #otttraffic,cbcotttraffic,2021-08-23,10:16:57,Collision,,,Closure,,
2021-08-21 13:33:44+00:00,1429074239219458048,COLLISION: in Barrhaven at Merivale and Fallowfield. Debris there. #otttraffic,cbcotttraffic,2021-08-21,13:33:44,Collision,,,,,
2021-08-20 10:52:27+00:00,1428671263963238411,COLLISION: Police still investigating overnight collision. Queen Elizabeth Driveway closed between Preston St. and Crescent Heights #otttraffic,cbcotttraffic,2021-08-20,10:52:27,Collision,,,Closure,,
2021-08-19 21:10:44+00:00,1428464474223165456,COLLISION: Rideau Valley and Prince of Wales. Two vehicles. Lots of emergency vehicles. #otttraffic,cbcotttraffic,2021-08-19,21:10:44,Collision,,,,,
2021-08-17 19:09:05+00:00,1427709083461865473,LADDER ALERT: Eastbound 417 between Maitland and Carling. #otttraffic,cbcotttraffic,2021-08-17,19:09:05,,,,,,
2021-08-17 10:27:13+00:00,1427577751427506187,JACKKNIFED TRUCK: Westbound 417 near Kinburn Side rd. Police there. #otttraffic,cbcotttraffic,2021-08-17,10:27:13,,,,,,
